Date,Open,High,Low,Close,Volume
4/1/2020,79.49,91.39,77.16,87.18,165111795
5/1/2020,85.67,100.69,84.11,98.58,135747813
6/1/2020,98.4,104.69,94.88,95.17,65827144
The data and information in this spreadsheet is provided to you solely for,,,,,
your use and is not for distribution. The spreadsheet is provided for,,,,,
"informational purposes only, and is not intended to provide advice, nor",,,,,
"should it be construed as an offer to sell, a solicitation of an offer to buy",,,,,
or a recommendation for any security by Fidelity or any third party. Data,,,,,
and information shown is based on information known to Fidelity as of,,,,,
the date it was exported and is subject to change. It should not be used in,,,,,
place of your account statements or trade confirmations and is not,,,,,
intended for tax reporting purposes. For more information on the data,,,,,
"included in this spreadsheet, including any limitations thereof, go to",,,,,
Fidelity.com.,,,,,
,,,,,
"Brokerage services are provided by Fidelity Brokerage Services LLC, 900",,,,,
"Salem Street, Smithfield, RI 02917. Custody and other services provided",,,,,
by National Financial Services LLC. Both are Fidelity Investment,,,,,
"companies and members SIPC, NYSE.",,,,,
,,,,,
Date downloaded 06/12/2020 09:56 AM EST,,,,,
